600,16900,25900,26900,30600,34500,38000,42000,43200,43500,48700,49700,52100,54300,68100
0.625,1.125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.375,0.5,0.5,0.5,0.625,1
