4000,5300,10100,12600,16400,21200,22700,25500,39400,47700,48300,57200,58600,62900,64500,71800
0.5,0.5,1,0.5,0.75,0.625,0.5,0.625,0.5,0.5,0.5,0.5,0.875,0.5,0.5,0.75
