9300,10200,11900,12800,13900,16100,17100,29200,38600,39300,46200,46500,52500,65900,70300
0.625,1.125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.375,0.5,0.5,0.5,0.625,1
