2700,9800,10300,12000,13700,16700,28900,34000,34900,38900,41900,51400,60100,65600,66600,67600
0.625,0.5,0.5,0.5,0.5,0.5,0.625,0.5,0.5,1,1.25,0.625,0.5,0.625,0.5,0.5
