4000,13400,13900,21900,23500,24300,26400,33400,53800,55700,58000,65700,66900,67300,68200
1,0.5,0.625,0.625,0.5,0.5,0.5,1.25,0.5,0.625,0.5,0.5,0.625,0.625,0.625
