400,2800,6300,12200,12600,19500,24200,24900,31100,36000,36800,39000,42200,46000,48200,56300,70200
0.875,0.5,0.5,0.625,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5
