2200,5600,8500,9100,11400,13700,20700,25800,28000,32300,43500,44800,48800,60300,65500,68500
0.625,0.5,0.5,0.5,0.5,0.5,0.625,0.5,0.5,1,1.25,0.625,0.5,0.625,0.5,0.5
