100,4800,12500,14500,17700,19100,24100,28700,29500,32400,34100,38200,44400,49200,49800,61100,66800
0.625,0.625,0.625,0.5,0.875,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.5,0.5,1,0.625
